Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,180,Dem. Rep. of the Congo,COD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1105371397,,,,1105371397,,906926682,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,192,Cuba,CUB,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,126815155,,,,126815155,,74632359,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,218,Ecuador,ECU,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,709163533,,,,709163533,,490876422,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,226,Equatorial Guinea,GNQ,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,2425729670,,,,2425729670,,1962406823,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,266,Gabon,GAB,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,478330352,,,,478330352,,391507793,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,288,Ghana,GHA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,373437740,,,,373437740,,317091346,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,344,"China, Hong Kong SAR",HKG,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,128876546,,,,128876546,,111384080,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,360,Indonesia,IDN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,684407477,,,,684407477,,573183356,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,364,Iran,IRN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,21411546250,,,,21411546250,,16887584035,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,368,Iraq,IRQ,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,23512941254,,,,23512941254,,17899812009,,,0
H4,2013,2013,2013,6,1,2,Export,156,China,CHN,392,Japan,JPN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,646406352,,,,646406352,,561358052,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,398,Kazakhstan,KAZ,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,11980620137,,,,11980620137,,9375483702,,,0
H4,2013,2013,2013,6,1,2,Export,156,China,CHN,408,Dem. People's Rep. of Korea,PRK,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,578001810,,,,578001810,,598133947,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,414,Kuwait,KWT,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,9343321134,,,,9343321134,,7277315570,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,434,Libya,LBY,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,2395017920,,,,2395017920,,2031169396,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,458,Malaysia,MYS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,602992264,,,,602992264,,526277364,,,0
H4,2013,2013,2013,6,1,2,Export,156,China,CHN,458,Malaysia,MYS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,193659413,,,,193659413,,147540326,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,478,Mauritania,MRT,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,140172980,,,,140172980,,106997949,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,484,Mexico,MEX,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1096513249,,,,1096513249,,755662787,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,496,Mongolia,MNG,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,613138860,,,,613138860,,473678208,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,512,Oman,OMN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,25469564290,,,,25469564290,,19932095656,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,562,Niger,NER,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,36,,,,36,,401,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,566,Nigeria,NGA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1052436050,,,,1052436050,,899115448,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,608,Philippines,PHL,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,68039350,,,,68039350,,60558998,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,634,Qatar,QAT,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,130750000,,,,130750000,,99120172,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,643,Russian Federation,RUS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,24348419998,,,,24348419998,,19742628301,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,682,Saudi Arabia,SAU,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,53902874061,,,,53902874061,,42368087201,,,0
H4,2013,2013,2013,6,1,2,Export,156,China,CHN,702,Singapore,SGP,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,41,,,,41,,80,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,704,Viet Nam,VNM,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,647079985,,,,647079985,,550348526,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,728,South Sudan,SSD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,3490992310,,,,3490992310,,2468313737,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,729,Sudan,SDN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,2375687258,,,,2375687258,,1900058296,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,764,Thailand,THA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,589009910,,,,589009910,,467120807,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,784,United Arab Emirates,ARE,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,10275845766,,,,10275845766,,8367314981,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,818,Egypt,EGY,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1249338053,,,,1249338053,,1050613688,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,826,United Kingdom,GBR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,200372440,,,,200372440,,170658152,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,842,USA,USA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1,,,,1,,535,,,0
H4,2013,2013,2013,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,199260656,,,,199260656,,149176106,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,862,Venezuela,VEN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,15551964968,,,,15551964968,,10148889185,,,0
H4,2013,2013,2013,6,1,1,Import,156,China,CHN,887,Yemen,YEM,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,2452487481,,,,2452487481,,2005107262,,,0
H4,2013,2013,2013,6,1,2,Export,196,Cyprus,CYP,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,265,,,,265,,219,,,0
H4,2013,2013,2013,6,1,2,Export,196,Cyprus,CYP,842,USA,USA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,265,,,,265,,219,,,0
H4,2014,2014,2014,6,1,1,Import,48,Bahrain,BHR,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,10394361196,,,,10394361196,,7440079666,,,0
H4,2014,2014,2014,6,1,2,Export,48,Bahrain,BHR,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,7699988068,,,,7699988068,,5431103985,,,0
H4,2014,2014,2014,6,1,2,Export,48,Bahrain,BHR,36,Australia,AUS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,195002864,,,,195002864,,128962080,,,0
H4,2014,2014,2014,6,1,1,Import,48,Bahrain,BHR,156,China,CHN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,10,,,,10,,159,,,0
H4,2014,2014,2014,6,1,2,Export,48,Bahrain,BHR,156,China,CHN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,739545984,,,,739545984,,460601260,,,0
H4,2014,2014,2014,6,1,2,Export,48,Bahrain,BHR,392,Japan,JPN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,3280037120,,,,3280037120,,2358879715,,,0
H4,2014,2014,2014,6,1,2,Export,48,Bahrain,BHR,410,Rep. of Korea,KOR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,337444384,,,,337444384,,247144478,,,0
H4,2014,2014,2014,6,1,2,Export,48,Bahrain,BHR,458,Malaysia,MYS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,510265984,,,,510265984,,377936721,,,0
H4,2014,2014,2014,6,1,2,Export,48,Bahrain,BHR,490,"Other Asia, nes",,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,466145024,,,,466145024,,282204619,,,0
H4,2014,2014,2014,6,1,1,Import,48,Bahrain,BHR,528,Netherlands,NLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,6,,,,6,,3,,,0
H4,2014,2014,2014,6,1,2,Export,48,Bahrain,BHR,554,New Zealand,NZL,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,410349088,,,,410349088,,315782109,,,0
H4,2014,2014,2014,6,1,1,Import,48,Bahrain,BHR,682,Saudi Arabia,SAU,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,10394355712,,,,10394355712,,7440060063,,,0
H4,2014,2014,2014,6,1,2,Export,48,Bahrain,BHR,699,India,IND,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,207883920,,,,207883920,,159281287,,,0
H4,2014,2014,2014,6,1,2,Export,48,Bahrain,BHR,702,Singapore,SGP,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1391425024,,,,1391425024,,985539341,,,0
H4,2014,2014,2014,6,1,1,Import,48,Bahrain,BHR,710,South Africa,ZAF,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,2560,,,,2560,,3121,,,0
H4,2014,2014,2014,6,1,2,Export,48,Bahrain,BHR,710,South Africa,ZAF,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,26479156,,,,26479156,,11460164,,,0
H4,2014,2014,2014,6,1,2,Export,48,Bahrain,BHR,764,Thailand,THA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,135409520,,,,135409520,,103312211,,,0
H4,2014,2014,2014,6,1,1,Import,48,Bahrain,BHR,842,USA,USA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,2908,,,,2908,,16321,,,0
H4,2014,2014,2014,6,1,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,29,,,,29,,7198,,,0
H4,2014,2014,2014,6,1,2,Export,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,5618659422,,,,5618659422,,4378647811,,,0
H4,2014,2014,2014,6,1,2,Export,96,Brunei Darussalam,BRN,36,Australia,AUS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1066369992,,,,1066369992,,792140483,,,0
H4,2014,2014,2014,6,1,1,Import,96,Brunei Darussalam,BRN,208,Denmark,DNK,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,10,,,,10,,6765,,,0
H4,2014,2014,2014,6,1,2,Export,96,Brunei Darussalam,BRN,360,Indonesia,IDN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,742425992,,,,742425992,,623901178,,,0
H4,2014,2014,2014,6,1,2,Export,96,Brunei Darussalam,BRN,392,Japan,JPN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,199496000,,,,199496000,,160952722,,,0
H4,2014,2014,2014,6,1,2,Export,96,Brunei Darussalam,BRN,410,Rep. of Korea,KOR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,730345000,,,,730345000,,561512300,,,0
H4,2014,2014,2014,6,1,1,Import,96,Brunei Darussalam,BRN,458,Malaysia,MYS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,12,,,,12,,137,,,0
H4,2014,2014,2014,6,1,2,Export,96,Brunei Darussalam,BRN,458,Malaysia,MYS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,74960322,,,,74960322,,64843609,,,0
H4,2014,2014,2014,6,1,1,Import,96,Brunei Darussalam,BRN,528,Netherlands,NLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,3,,,,3,,264,,,0
H4,2014,2014,2014,6,1,2,Export,96,Brunei Darussalam,BRN,528,Netherlands,NLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,17,,,,17,,20,,,0
H4,2014,2014,2014,6,1,2,Export,96,Brunei Darussalam,BRN,554,New Zealand,NZL,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,446638000,,,,446638000,,359769364,,,0
H4,2014,2014,2014,6,1,2,Export,96,Brunei Darussalam,BRN,608,Philippines,PHL,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,80174000,,,,80174000,,68465476,,,0
H4,2014,2014,2014,6,1,2,Export,96,Brunei Darussalam,BRN,699,India,IND,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1188911000,,,,1188911000,,949970041,,,0
H4,2014,2014,2014,6,1,1,Import,96,Brunei Darussalam,BRN,702,Singapore,SGP,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,4,,,,4,,32,,,0
H4,2014,2014,2014,6,1,2,Export,96,Brunei Darussalam,BRN,702,Singapore,SGP,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,236434105,,,,236434105,,180561940,,,0
H4,2014,2014,2014,6,1,2,Export,96,Brunei Darussalam,BRN,704,Viet Nam,VNM,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,158265000,,,,158265000,,91400707,,,0
H4,2014,2014,2014,6,1,2,Export,96,Brunei Darussalam,BRN,764,Thailand,THA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,694639992,,,,694639992,,525129968,,,0
H4,2014,2014,2014,6,1,2,Export,96,Brunei Darussalam,BRN,842,USA,USA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,2,,,,2,,2,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,3.08E+11,,,,3.08E+11,,2.28E+11,,,0
H4,2014,2014,2014,6,1,2,Export,156,China,CHN,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,600193266,,,,600193266,,490697311,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,12,Algeria,DZA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,898397248,,,,898397248,,801450784,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,24,Angola,AGO,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,40647653774,,,,40647653774,,30893003075,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,31,Azerbaijan,AZE,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,222002568,,,,222002568,,195339453,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,32,Argentina,ARG,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,322504320,,,,322504320,,246722029,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,36,Australia,AUS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,2727356168,,,,2727356168,,2110862486,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,68,Bolivia (Plurinational State of),BOL,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,237439804,,,,237439804,,200641890,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,76,Brazil,BRA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,7024664398,,,,7024664398,,4886818043,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,96,Brunei Darussalam,BRN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,81933000,,,,81933000,,72878178,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,120,Cameroon,CMR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,519624704,,,,519624704,,369596409,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,124,Canada,CAN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,201616000,,,,201616000,,119106086,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,148,Chad,TCD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,143130448,,,,143130448,,104140217,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,170,Colombia,COL,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,10091235372,,,,10091235372,,7062024145,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,178,Congo,COG,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,7050623216,,,,7050623216,,5179948135,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,180,Dem. Rep. of the Congo,COD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,968183232,,,,968183232,,778061119,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,218,Ecuador,ECU,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,746634976,,,,746634976,,506788897,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,226,Equatorial Guinea,GNQ,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,3249057024,,,,3249057024,,2463839213,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,266,Gabon,GAB,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1554807928,,,,1554807928,,1143614927,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,288,Ghana,GHA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,879552768,,,,879552768,,675849404,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,360,Indonesia,IDN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,375149232,,,,375149232,,275119535,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,364,Iran,IRN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,27459384481,,,,27459384481,,20804671555,,,0
H4,2014,2014,2014,6,1,2,Export,156,China,CHN,364,Iran,IRN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,320666784,,,,320666784,,265685567,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,368,Iraq,IRQ,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,28577809062,,,,28577809062,,20759577992,,,0
H4,2014,2014,2014,6,1,2,Export,156,China,CHN,392,Japan,JPN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,185948480,,,,185948480,,157297230,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,398,Kazakhstan,KAZ,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,5686422131,,,,5686422131,,4222821654,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,400,Jordan,JOR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,10,,,,10,,220,,,0
H4,2014,2014,2014,6,1,2,Export,156,China,CHN,410,Rep. of Korea,KOR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,93572912,,,,93572912,,67710638,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,414,Kuwait,KWT,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,10618718096,,,,10618718096,,7598348696,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,434,Libya,LBY,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,965547136,,,,965547136,,704013771,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,458,Malaysia,MYS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,217327648,,,,217327648,,189378142,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,484,Mexico,MEX,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,682302096,,,,682302096,,460286887,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,496,Mongolia,MNG,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1030843328,,,,1030843328,,718145703,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,512,Oman,OMN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,29743869856,,,,29743869856,,22680323672,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,533,Aruba,ABW,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,277715808,,,,277715808,,184208889,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,566,Nigeria,NGA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1996445136,,,,1996445136,,1530743217,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,579,Norway,NOR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,145999008,,,,145999008,,115148381,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,586,Pakistan,PAK,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,15927249,,,,15927249,,10382604,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,598,Papua New Guinea,PNG,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,77278528,,,,77278528,,69381984,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,634,Qatar,QAT,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,360994992,,,,360994992,,260151741,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,643,Russian Federation,RUS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,33107531139,,,,33107531139,,24950868002,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,682,Saudi Arabia,SAU,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,49666812616,,,,49666812616,,36940644812,,,0
H4,2014,2014,2014,6,1,1,Import,156,China,CHN,704,Viet Nam,VNM,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,1482871584,,,,1482871584,,1223625591,,,0
